"","x"
"2499",26
"2500",28
"2501",30
"2502",30
"2503",32
"2504",31
"2505",22
"2506",29
"2507",38
"2508",27
"2509",35
"2510",37
"2511",35
"2512",19
"2513",110
"2514",32
"2515",26
"2516",25
"2517",23
"2518",26
"2519",22
"2520",23
"2521",23
"2522",34
"2523",30
"2524",37
"2525",49
"2526",30
"2527",19
"2528",26
"2529",23
"2530",22
"2531",30
"2532",36
"2533",44
"2534",34
"2535",28
"2536",21
"2537",39
"2538",39
"2539",30
"2540",30
"2541",69
"2542",25
"2543",35
"2544",29
"2545",19
"2546",24
"2547",33
"2548",19
"2549",27
"2550",40
"2551",36
"2552",29
"2553",51
"2554",21
"2555",23
"2556",26
"2557",29
"2558",31
"2559",22
"2560",44
"2561",25
"2562",23
"2563",32
"2564",25
"2565",23
"2566",27
"2567",44
"2568",38
"2569",60
"2570",26
"2571",32
"2572",29
"2573",59
"2574",25
"2575",31
"2576",28
"2577",62
"2578",22
"2579",27
"2580",48
"2581",32
"2582",32
"2583",33
"2584",30
"2585",44
"2586",31
"2587",60
"2588",31
"2589",39
"2590",32
"2591",26
"2592",30
"2593",25
"2594",55
"2595",46
"2596",23
"2597",26
"2598",40
"2599",22
"2600",58
"2601",40
"2602",18
"2603",40
"2604",24
"2605",25
"2606",24
"2607",20
"2608",32
"2609",25
"2610",31
"2611",35
"2612",27
"2613",24
"2614",33
"2615",28
"2616",28
"2617",46
"2618",34
"2619",40
"2620",27
"2621",32
"2622",26
"2623",32
"2624",26
"2625",32
"2626",57
"2627",46
"2628",30
"2629",27
"2630",24
"2631",26
"2632",42
"2633",34
"2634",24
"2635",57
"2636",24
"2637",29
"2638",29
"2639",49
"2640",44
"2641",25
"2642",31
"2643",24
"2644",31
"2645",30
"2646",30
"2647",26
"2648",37
"2649",26
"2650",27
"2651",30
"2652",24
"2653",18
"2654",24
"2655",22
"2656",27
"2657",23
"2658",27
"2659",31
"2660",29
"2661",23
"2662",38
"2663",43
"2664",21
"2665",35
"2666",32
"2667",31
"2668",24
"2669",20
"2670",19
"2671",32
"2672",24
"2673",21
"2674",25
"2675",25
"2676",42
"2677",28
"2678",38
"2679",42
"2680",36
"2681",38
"2682",34
"2683",23
"2684",29
"2685",32
"2686",28
"2687",41
"2688",29
"2689",28
"2690",26
"2691",27
"2692",26
"2693",27
"2694",40
"2695",40
"2696",21
"2697",35
"2698",36
"2699",19
"2700",26
"2701",38
"2702",41
"2703",40
"2704",27
"2705",36
"2706",28
"2707",23
"2708",25
"2709",33
"2710",29
"2711",21
"2712",37
"2713",41
"2714",28
"2715",47
"2716",23
"2717",25
"2718",41
"2719",22
"2720",28
"2721",45
"2722",27
"2723",27
"2724",25
"2725",38
"2726",35
"2727",27
"2728",53
"2729",46
"2730",44
"2731",37
"2732",31
"2733",24
"2734",40
"2735",29
"2736",32
"2737",32
"2738",32
"2739",34
"2740",25
"2741",24
"2742",25
"2743",32
"2744",29
"2745",38
"2746",28
"2747",36
"2748",36
"2749",66
"2750",33
"2751",47
"2752",60
"2753",40
"2754",46
"2755",36
"2756",23
"2757",24
"2758",23
"2759",22
"2760",28
"2761",23
"2762",39
"2763",25
"2764",24
"2765",43
"2766",29
"2767",32
"2768",24
"2769",27
"2770",25
"2771",26
"2772",21
"2773",58
"2774",45
"2775",26
"2776",21
"2777",20
"2778",44
"2779",28
"2780",37
"2781",22
"2782",30
"2783",25
"2784",46
"2785",29
"2786",38
"2787",30
"2788",30
"2789",30
"2790",29
"2791",66
"2792",26
"2793",23
"2794",31
"2795",35
"2796",55
"2797",20
"2798",37
"2799",25
"2800",44
"2801",40
"2802",30
"2803",24
"2804",48
"2805",30
"2806",34
"2807",26
"2808",30
"2809",42
"2810",32
"2811",28
"2812",25
"2813",38
"2814",28
"2815",38
"2816",22
"2817",59
"2818",33
"2819",49
"2820",31
"2821",23
"2822",43
"2823",29
"2824",41
"2825",58
"2826",22
"2827",38
"2828",28
"2829",22
"2830",49
"2831",31
"2832",30
"2833",22
"2834",30
"2835",28
"2836",26
"2837",36
"2838",28
"2839",69
"2840",40
"2841",48
"2842",23
"2843",61
"2844",28
"2845",27
"2846",39
"2847",36
"2848",41
"2849",36
"2850",56
"2851",30
"2852",25
"2853",43
"2854",31
"2855",30
"2856",28
"2857",38
"2858",22
"2859",26
"2860",30
"2861",24
"2862",48
"2863",38
"2864",28
"2865",24
"2866",55
"2867",31
"2868",41
"2869",26
"2870",30
"2871",36
"2872",21
"2873",29
"2874",29
"2875",38
"2876",28
"2877",23
"2878",30
"2879",22
"2880",35
"2881",27
"2882",24
"2883",26
"2884",29
"2885",25
"2886",25
"2887",27
"2888",64
"2889",53
"2890",27
"2891",25
"2892",25
"2893",23
"2894",37
"2895",40
"2896",25
"2897",29
"2898",30
"2899",36
"2900",31
"2901",30
"2902",42
"2903",25
"2904",29
"2905",26
"2906",66
"2907",29
"2908",30
"2909",27
"2910",28
"2911",24
"2912",23
"2913",30
"2914",33
"2915",20
"2916",22
"2917",24
"2918",31
"2919",36
"2920",24
"2921",19
"2922",24
"2923",29
"2924",24
"2925",34
"2926",26
"2927",27
"2928",43
"2929",23
"2930",32
"2931",34
"2932",37
"2933",31
"2934",41
"2935",34
"2936",22
"2937",32
"2938",23
"2939",22
"2940",23
"2941",44
"2942",43
"2943",40
"2944",41
"2945",30
"2946",47
"2947",18
"2948",43
"2949",23
"2950",25
"2951",27
"2952",25
"2953",28
"2954",46
"2955",26
"2956",41
"2957",36
"2958",31
"2959",42
"2960",28
"2961",27
"2962",25
"2963",23
"2964",31
"2965",25
"2966",23
"2967",35
"2968",34
"2969",31
"2970",31
"2971",26
"2972",27
"2973",31
"2974",26
"2975",25
"2976",26
"2977",30
"2978",27
"2979",21
"2980",28
"2981",28
"2982",33
"2983",29
"2984",33
"2985",25
"2986",32
"2987",28
"2988",26
"2989",34
"2990",34
"2991",56
"2992",36
"2993",29
"2994",38
"2995",27
"2996",53
"2997",30
"2998",32
"2999",24
"3000",28
"3001",25
"3002",25
"3003",34
"3004",20
"3005",21
"3006",23
"3007",24
"3008",26
"3009",24
"3010",32
"3011",30
"3012",25
"3013",21
"3014",35
"3015",34
"3016",20
"3017",30
"3018",42
"3019",27
"3020",34
"3021",38
"3022",31
"3023",28
"3024",27
"3025",33
"3026",49
"3027",40
"3028",32
"3029",25
"3030",32
"3031",28
"3032",23
"3033",21
"3034",34
"3035",21
"3036",41
"3037",31
"3038",24
"3039",45
"3040",26
"3041",29
"3042",39
"3043",44
"3044",62
"3045",52
"3046",32
"3047",21
"3048",34
"3049",31
"3050",50
"3051",31
"3052",22
"3053",36
"3054",28
"3055",24
"3056",30
"3057",33
"3058",28
"3059",65
"3060",25
"3061",26
"3062",26
"3063",24
"3064",27
"3065",19
"3066",29
"3067",29
"3068",32
"3069",33
"3070",31
"3071",29
"3072",32
"3073",31
"3074",25
"3075",32
"3076",25
"3077",22
"3078",44
"3079",22
"3080",39
"3081",20
"3082",18
"3083",65
"3084",26
"3085",22
"3086",30
"3087",30
"3088",24
"3089",59
"3090",25
"3091",23
"3092",27
"3093",31
"3094",28
"3095",35
"3096",39
"3097",40
"3098",31
"3099",30
"3100",57
"3101",21
"3102",49
"3103",40
"3104",22
"3105",37
"3106",25
"3107",30
"3108",29
"3109",49
"3110",28
"3111",27
"3112",36
"3113",40
"3114",18
"3115",34
"3116",50
"3117",43
"3118",20
"3119",23
"3120",38
"3121",26
"3122",26
"3123",32
"3124",24
"3125",26
"3126",32
"3127",38
"3128",28
"3129",22
"3130",20
"3131",23
"3132",41
"3133",31
"3134",48
"3135",24
"3136",40
"3137",24
"3138",34
"3139",24
"3140",34
"3141",64
"3142",43
"3143",36
"3144",25
"3145",23
"3146",22
"3147",38
"3148",29
"3149",55
"3150",33
"3151",28
"3152",36
"3153",33
"3154",42
"3155",39
"3156",39
"3157",25
"3158",39
"3159",34
"3160",27
"3161",23
"3162",26
"3163",30
"3164",26
"3165",27
"3166",37
"3167",31
"3168",32
"3169",32
"3170",35
"3171",37
"3172",33
"3173",29
"3174",42
"3175",39
"3176",35
"3177",27
"3178",31
"3179",50
"3180",31
"3181",23
"3182",22
"3183",27
"3184",26
"3185",31
"3186",44
"3187",25
"3188",23
"3189",25
"3190",38
"3191",34
"3192",40
"3193",35
"3194",41
"3195",38
"3196",24
"3197",22
"3198",30
"3199",18
"3200",32
"3201",30
"3202",28
"3203",29
"3204",38
"3205",39
"3206",41
"3207",30
"3208",49
"3209",42
"3210",27
"3211",39
"3212",30
"3213",59
"3214",57
"3215",28
"3216",35
"3217",42
"3218",25
"3219",25
"3220",30
"3221",22
"3222",25
"3223",24
"3224",42
"3225",26
"3226",46
"3227",26
"3228",43
"3229",23
"3230",35
"3231",35
"3232",34
"3233",61
"3234",30
"3235",32
"3236",28
"3237",23
"3238",28
"3239",54
"3240",34
"3241",27
"3242",27
"3243",42
"3244",21
"3245",25
"3246",25
"3247",27
"3248",39
"3249",27
"3250",26
"3251",33
"3252",25
"3253",22
"3254",48
"3255",35
"3256",29
"3257",28
"3258",26
"3259",26
"3260",26
"3261",23
"3262",38
"3263",25
"3264",34
"3265",24
"3266",28
"3267",21
"3268",23
"3269",27
"3270",56
"3271",19
"3272",24
"3273",27
"3274",32
"3275",26
"3276",28
"3277",56
"3278",35
"3279",40
"3280",33
"3281",23
"3282",33
"3283",43
"3284",31
"3285",31
"3286",31
"3287",32
"3288",22
"3289",48
"3290",34
"3291",23
"3292",28
"3293",26
"3294",57
"3295",29
"3296",59
"3297",31
"3298",38
"3299",34
"3300",23
"3301",26
"3302",18
"3303",59
"3304",24
"3305",28
"3306",35
"3307",31
"3308",35
"3309",29
"3310",32
"3311",35
"3312",20
"3313",22
"3314",36
"3315",27
"3316",18
"3317",23
"3318",29
"3319",26
"3320",27
"3321",36
"3322",25
"3323",29
"3324",27
"3325",33
"3326",30
"3327",20
"3328",26
"3329",26
"3330",29
"3331",26
"3332",30
"3333",25
"3334",27
"3335",31
"3336",33
"3337",27
"3338",21
"3339",21
"3340",26
"3341",25
"3342",26
"3343",21
"3344",26
"3345",29
"3346",26
"3347",29
"3348",23
"3349",28
"3350",20
"3351",27
"3352",27
"3353",29
"3354",27
"3355",19
"3356",28
"3357",24
"3358",33
"3359",22
"3360",23
"3361",26
"3362",32
"3363",23
"3364",27
"3365",30
"3366",31
"3367",25
"3368",31
"3369",26
"3370",26
"3371",22
"3372",23
"3373",29
"3374",31
"3375",21
"3376",57
"3377",23
"3378",29
"3379",45
"3380",25
"3381",30
"3382",28
"3383",28
"3384",57
"3385",38
"3386",22
"3387",25
"3388",42
"3389",25
"3390",39
"3391",62
"3392",26
"3393",30
"3394",24
"3395",25
"3396",28
"3397",41
"3398",25
"3399",30
"3400",18
"3401",30
"3402",40
"3403",46
"3404",26
"3405",29
"3406",30
"3407",21
"3408",23
"3409",37
"3410",25
"3411",31
"3412",27
"3413",30
"3414",40
"3415",63
"3416",33
"3417",20
"3418",31
"3419",61
"3420",42
"3421",52
"3422",33
"3423",22
"3424",43
"3425",40
"3426",27
"3427",31
"3428",27
"3429",30
"3430",31
"3431",33
"3432",31
"3433",27
"3434",26
"3435",27
"3436",40
"3437",24
"3438",33
"3439",31
"3440",41
"3441",28
"3442",34
"3443",33
"3444",22
"3445",55
"3446",32
"3447",25
"3448",24
"3449",37
"3450",23
"3451",30
"3452",32
"3453",23
"3454",45
"3455",24
"3456",25
"3457",41
"3458",31
"3459",24
"3460",42
"3461",28
"3462",29
"3463",38
"3464",30
"3465",59
"3466",26
"3467",44
"3468",36
"3469",32
"3470",54
"3471",27
"3472",28
"3473",23
"3474",42
"3475",31
"3476",29
"3477",25
"3478",33
"3479",34
"3480",37
"3481",37
"3482",26
"3483",28
"3484",42
"3485",37
"3486",32
"3487",41
"3488",32
"3489",31
"3490",34
"3491",35
"3492",43
"3493",19
"3494",40
"3495",36
"3496",33
"3497",40
"3498",35
"3499",47
"3500",18
"3501",23
"3502",37
"3503",23
"3504",28
"3505",41
"3506",29
"3507",26
"3508",51
"3509",28
"3510",19
"3511",18
"3512",39
"3513",55
"3514",30
"3515",29
"3516",26
"3517",22
"3518",22
"3519",36
"3520",26
"3521",27
"3522",37
"3523",36
"3524",18
"3525",30
"3526",33
"3527",36
"3528",35
"3529",66
"3530",27
"3531",25
"3532",20
"3533",34
"3534",29
"3535",26
"3536",35
"3537",27
"3538",28
"3539",36
"3540",37
"3541",25
"3542",30
"3543",30
"3544",27
"3545",24
"3546",23
"3547",36
"3548",26
"3549",32
"3550",31
"3551",30
"3552",27
"3553",25
"3554",27
"3555",35
"3556",29
"3557",25
"3558",63
"3559",21
"3560",29
"3561",23
"3562",23
"3563",28
"3564",29
"3565",45
"3566",22
"3567",35
"3568",43
"3569",23
"3570",28
"3571",38
"3572",22
"3573",24
"3574",38
"3575",29
"3576",40
"3577",28
"3578",65
"3579",22
"3580",22
"3581",28
"3582",32
"3583",32
"3584",30
"3585",40
"3586",33
"3587",46
"3588",29
"3589",24
"3590",24
"3591",25
"3592",24
"3593",26
"3594",30
"3595",29
"3596",25
"3597",31
"3598",25
"3599",31
"3600",22
"3601",24
"3602",32
"3603",26
"3604",23
"3605",30
"3606",36
"3607",31
"3608",45
"3609",46
"3610",36
"3611",25
"3612",24
"3613",28
"3614",23
"3615",63
"3616",29
"3617",25
"3618",33
"3619",39
"3620",26
"3621",43
"3622",26
"3623",25
"3624",68
"3625",53
"3626",24
"3627",45
"3628",32
"3629",52
"3630",38
"3631",21
"3632",30
"3633",24
"3634",42
"3635",44
"3636",27
"3637",48
"3638",19
"3639",23
"3640",34
"3641",29
"3642",25
"3643",29
"3644",32
"3645",29
"3646",26
"3647",27
"3648",34
"3649",29
"3650",31
"3651",46
"3652",60
"3653",27
"3654",42
"3655",25
"3656",23
"3657",50
"3658",22
"3659",53
"3660",33
"3661",54
"3662",32
"3663",24
"3664",28
"3665",29
"3666",28
"3667",22
"3668",25
"3669",25
"3670",27
"3671",26
"3672",56
"3673",28
"3674",26
"3675",29
"3676",46
"3677",29
"3678",24
"3679",49
"3680",33
"3681",40
"3682",33
"3683",35
"3684",43
"3685",49
"3686",38
"3687",26
"3688",34
"3689",27
"3690",28
"3691",35
"3692",31
"3693",27
"3694",26
"3695",52
"3696",23
"3697",33
"3698",57
"3699",29
"3700",25
"3701",64
"3702",22
"3703",22
"3704",43
"3705",39
"3706",45
"3707",34
"3708",22
"3709",22
"3710",34
"3711",38
"3712",26
"3713",31
"3714",30
"3715",41
"3716",29
"3717",31
"3718",37
"3719",31
"3720",24
"3721",25
"3722",21
"3723",29
"3724",28
"3725",21
"3726",19
"3727",27
"3728",23
"3729",43
"3730",41
"3731",41
"3732",19
"3733",23
"3734",23
"3735",31
"3736",22
"3737",31
"3738",20
"3739",27
"3740",24
"3741",22
"3742",30
"3743",23
"3744",29
"3745",47
"3746",27
"3747",24
"3748",45
"3749",33
"3750",29
"3751",25
"3752",23
"3753",26
"3754",33
"3755",21
"3756",22
"3757",24
"3758",47
"3759",29
"3760",25
"3761",29
"3762",25
"3763",24
"3764",30
"3765",31
"3766",25
"3767",23
"3768",33
"3769",31
"3770",34
"3771",21
"3772",31
"3773",27
"3774",29
"3775",27
"3776",33
"3777",28
"3778",25
"3779",25
"3780",28
"3781",21
"3782",27
"3783",31
"3784",25
"3785",32
"3786",30
"3787",28
"3788",34
"3789",37
"3790",25
"3791",26
"3792",46
"3793",46
"3794",40
"3795",28
"3796",28
"3797",27
"3798",35
"3799",20
"3800",36
"3801",25
"3802",33
"3803",26
"3804",33
"3805",30
"3806",65
"3807",24
"3808",24
"3809",25
"3810",25
"3811",27
"3812",29
"3813",29
"3814",38
"3815",26
"3816",27
"3817",23
"3818",24
"3819",18
"3820",40
"3821",46
"3822",31
"3823",37
"3824",25
"3825",23
"3826",27
"3827",25
"3828",21
"3829",22
"3830",28
"3831",24
"3832",31
"3833",22
"3834",32
"3835",50
"3836",27
"3837",23
"3838",30
"3839",41
"3840",27
"3841",63
"3842",35
"3843",25
"3844",24
"3845",24
"3846",25
"3847",26
"3848",22
"3849",53
"3850",31
"3851",23
"3852",22
"3853",36
"3854",25
"3855",32
"3856",31
"3857",29
"3858",27
"3859",42
"3860",34
"3861",26
"3862",35
"3863",32
"3864",29
"3865",23
"3866",33
"3867",24
"3868",22
"3869",37
"3870",35
"3871",31
"3872",32
"3873",32
"3874",56
"3875",28
"3876",27
"3877",32
"3878",22
"3879",28
"3880",29
"3881",33
"3882",36
"3883",32
"3884",23
"3885",40
"3886",41
"3887",49
"3888",23
"3889",34
"3890",29
"3891",28
"3892",36
"3893",26
"3894",39
"3895",20
"3896",30
"3897",38
"3898",28
"3899",22
"3900",26
"3901",23
"3902",32
"3903",30
"3904",28
"3905",25
"3906",32
"3907",28
"3908",30
"3909",24
"3910",25
"3911",22
"3912",26
"3913",25
"3914",26
"3915",49
"3916",40
"3917",35
"3918",27
"3919",47
"3920",42
"3921",43
"3922",35
"3923",42
"3924",34
"3925",24
"3926",43
"3927",26
"3928",34
"3929",41
"3930",31
"3931",27
"3932",67
"3933",21
"3934",44
"3935",34
"3936",26
"3937",46
"3938",52
"3939",51
"3940",42
"3941",34
"3942",37
"3943",37
"3944",24
"3945",24
"3946",22
"3947",27
"3948",36
"3949",26
"3950",30
"3951",25
"3952",24
"3953",40
"3954",30
"3955",31
"3956",34
"3957",41
"3958",28
"3959",37
"3960",21
"3961",30
"3962",32
"3963",21
"3964",32
"3965",35
"3966",29
"3967",25
"3968",28
"3969",28
"3970",39
"3971",36
"3972",31
"3973",31
"3974",25
"3975",22
"3976",23
"3977",36
"3978",32
"3979",21
"3980",39
"3981",28
"3982",52
"3983",33
"3984",30
"3985",27
"3986",44
"3987",32
"3988",33
"3989",30
"3990",43
"3991",25
"3992",47
"3993",34
"3994",32
"3995",27
"3996",25
"3997",26
"3998",32
"3999",34
"4000",29
"4001",45
"4002",62
"4003",31
"4004",43
"4005",33
"4006",68
"4007",28
"4008",32
"4009",26
"4010",34
"4011",65
"4012",61
"4013",24
"4014",31
"4015",36
"4016",38
"4017",28
"4018",30
"4019",21
"4020",29
"4021",51
"4022",31
"4023",29
"4024",26
"4025",41
"4026",32
"4027",23
"4028",23
"4029",25
"4030",24
"4031",34
"4032",35
"4033",28
"4034",30
"4035",23
"4036",69
"4037",29
"4038",46
"4039",23
"4040",18
"4041",32
"4042",42
"4043",65
"4044",40
"4045",41
"4046",37
"4047",30
"4048",35
"4049",21
"4050",32
"4051",26
"4052",31
"4053",24
"4054",26
"4055",28
"4056",29
"4057",27
"4058",29
"4059",30
"4060",21
"4061",22
"4062",20
"4063",32
"4064",20
"4065",34
"4066",23
"4067",25
"4068",22
"4069",25
"4070",24
"4071",38
"4072",39
"4073",21
"4074",35
"4075",23
"4076",22
"4077",23
"4078",40
"4079",25
"4080",31
"4081",22
"4082",33
"4083",25
"4084",32
"4085",36
"4086",37
"4087",32
"4088",24
"4089",30
"4090",32
"4091",32
"4092",28
"4093",24
"4094",22
"4095",48
"4096",25
"4097",32
"4098",27
"4099",31
"4100",27
"4101",35
"4102",27
"4103",20
"4104",24
"4105",31
"4106",28
"4107",33
"4108",22
"4109",34
"4110",27
"4111",30
"4112",23
"4113",30
"4114",39
"4115",36
"4116",28
"4117",25
"4118",31
"4119",32
"4120",23
"4121",23
"4122",26
"4123",41
"4124",23
"4125",27
"4126",48
"4127",21
"4128",25
"4129",23
"4130",27
"4131",27
"4132",25
"4133",29
"4134",30
"4135",32
"4136",23
"4137",24
"4138",28
"4139",29
"4140",68
"4141",32
"4142",29
"4143",24
"4144",20
"4145",20
"4146",23
"4147",23
"4148",19
"4149",43
"4150",37
"4151",29
"4152",29
"4153",41
"4154",26
"4155",23
"4156",37
"4157",31
"4158",33
"4159",31
"4160",57
"4161",33
"4162",38
"4163",51
"4164",37
"4165",37
"4166",34
"4167",27
"4168",27
"4169",30
"4170",27
"4171",57
"4172",36
"4173",26
"4174",49
"4175",26
"4176",39
"4177",28
"4178",27
"4179",37
"4180",30
"4181",29
"4182",29
"4183",49
"4184",31
"4185",32
"4186",25
"4187",33
"4188",51
"4189",40
"4190",34
"4191",58
